,Name,Season,OBPM,DBPM,BPM
12340,Kevin Hervey,2017,4.2,2.2,6.4
12341,Kevin Hill,2013,-4.4,-2.5,-6.9
12342,Kevin Hill,2014,-2.7,-0.1,-2.8
12343,Kevin Hill,2015,-3.3,-1.6,-4.9
12344,Kevin Hill,2016,-4.1,-1.9,-6.0
12345,Kevin Holland,2015,-6.7,-1.8,-8.4
12346,Kevin Holland,2017,-4.1,-1.2,-5.3
12347,Kevin Huerter,2017,3.8,3.5,7.4
12348,Kevin Johnson,2014,1.6,0.9,2.6
12349,Kevin Johnson,2015,0.7,0.4,1.1
12350,Kevin Johnson,2016,1.3,0.9,2.2
12351,Kevin Johnson,2017,1.8,2.5,4.3
12352,Kevin Jones,2011,3.8,2.1,5.9
12353,Kevin Jones,2012,7.2,1.5,8.6
12354,Kevin Kaspar,2013,-0.5,-0.9,-1.3
12355,Kevin Larsen,2013,1.4,1.8,3.1
12356,Kevin Larsen,2014,2.3,2.2,4.5
12357,Kevin Larsen,2015,2.4,2.8,5.2
12358,Kevin Larsen,2016,3.6,3.5,7.1
12359,Kevin Little,2016,0.1,-4.7,-4.7
12360,Kevin Mays,2015,-1.0,0.8,-0.2
12361,Kevin Mays,2016,2.8,0.8,3.6
12362,Kevin McClain,2016,-3.1,-3.2,-6.3
12363,Kevin McClain,2017,-3.0,-0.2,-3.2
12364,Kevin McKay,2017,1.7,-3.1,-1.4
12365,Kevin McShane,2011,-2.0,1.7,-0.3
12366,Kevin McShane,2012,-2.1,-0.9,-3.0
12367,Kevin Mickle,2016,-5.2,0.4,-4.8
12368,Kevin Mickle,2017,-1.6,2.4,0.8
12369,Kevin Morris,2017,-7.4,0.3,-7.1
12370,Kevin Murphy,2011,-0.6,-1.6,-2.2
12371,Kevin Murphy,2012,1.5,-2.7,-1.2
12372,Kevin Noreen,2013,1.5,1.9,3.4
12373,Kevin Noreen,2014,1.4,4.2,5.5
12374,Kevin Olekaibe,2011,1.7,-2.5,-0.8
12375,Kevin Olekaibe,2012,2.8,-2.7,0.1
12376,Kevin Olekaibe,2013,1.5,0.8,2.3
12377,Kevin Olekaibe,2014,2.9,0.3,3.2
12378,Kevin Pangos,2012,6.8,0.9,7.7
12379,Kevin Pangos,2013,6.3,2.2,8.5
12380,Kevin Pangos,2014,5.3,1.6,7.0
12381,Kevin Pangos,2015,7.4,2.1,9.5
12382,Kevin Panzer,2011,-3.0,0.3,-2.7
12383,Kevin Panzer,2012,-2.1,0.0,-2.1
12384,Kevin Panzer,2013,-1.7,0.1,-1.7
12385,Kevin Parrom,2011,7.1,3.3,10.4
12386,Kevin Parrom,2013,7.1,2.8,9.9
12387,Kevin Punter,2015,2.5,0.2,2.7
12388,Kevin Punter,2016,8.0,-0.5,7.5
12389,Kevin Puryear,2016,0.4,-1.2,-0.8
12390,Kevin Puryear,2017,-1.5,0.9,-0.6
12391,Kevin Scott,2017,-0.2,-0.1,-0.3
12392,Kevin Seymour,2015,-5.4,-3.1,-8.5
12393,Kevin Seymour,2016,-5.6,-5.3,-10.9
12394,Kevin Seymour,2017,-6.6,-3.8,-10.4
12395,Kevin Smith,2011,2.1,4.9,7.0
12396,Kevin Stineman,2011,-6.2,-3.1,-9.3
12397,Kevin Stineman,2012,-4.2,-2.4,-6.6
12398,Kevin Thomas,2011,-4.7,3.4,-1.3
12399,Kevin Thomas,2012,-4.2,1.9,-2.3
12400,Kevin Thomas,2014,-5.3,4.3,-1.0
12401,Kevin Thomas,2015,-0.1,2.1,2.0
12402,Kevin Thompson,2011,-0.8,1.9,1.1
12403,Kevin Thompson,2012,-1.2,0.7,-0.5
12404,Kevin Van Wijk,2011,-1.8,1.7,-0.1
12405,Kevin Van Wijk,2012,1.0,-1.2,-0.2
12406,Kevin Van Wijk,2013,2.5,0.5,3.0
12407,Kevin Vannatta,2015,1.0,-2.0,-0.9
12408,Kevin Vannatta,2016,1.7,0.8,2.5
12409,Kevin Vannatta,2017,-0.6,0.6,-0.1
12410,Kevin Ware,2013,1.2,4.9,6.1
12411,Kevin Ware,2015,-0.4,1.6,1.2
12412,Kevin Ware,2016,-1.2,1.3,0.1
12413,Kevin White,2011,-5.3,-3.8,-9.0
12414,Kevin Winford,2011,1.0,-4.2,-3.3
12415,Kevin Winford,2012,-4.1,-2.8,-6.9
12416,Kevin Winford,2013,-1.5,-4.0,-5.5
12417,Kevin Woods,2011,-5.5,-1.5,-7.0
12418,Kevin Woods,2012,-4.5,-1.9,-6.3
12419,Kevin Young,2012,2.7,5.6,8.3
12420,Kevin Young,2013,4.0,5.6,9.5
12421,Kevin Zabo,2017,-1.8,-1.3,-3.1
12422,Kevon Harris,2017,-1.0,0.5,-0.5
12423,Kevon Looney,2015,4.2,4.0,8.2
12424,Kevon Moore,2011,-5.8,-0.7,-6.5
12425,Keynan Pittman,2015,-5.6,-3.3,-9.0
12426,Keyon Carter,2011,0.2,0.4,0.6
12427,Keyshawn Evans,2017,1.7,0.4,2.1
12428,Keyshawn Woods,2015,2.2,-1.9,0.3
12429,Keyshawn Woods,2017,5.5,0.0,5.6
12430,Khadeem Lattin,2015,-1.3,8.0,6.8
12431,Khadeem Lattin,2016,1.5,8.7,10.2
12432,Khadeem Lattin,2017,1.3,8.1,9.4
12433,Khadeen Carrington,2015,0.5,0.6,1.1
12434,Khadeen Carrington,2016,3.1,1.4,4.5
12435,Khadeen Carrington,2017,4.2,1.1,5.3
12436,Khadim Gueye,2017,-5.0,6.1,1.1
12437,Khadim Sy,2017,-1.4,2.2,0.8
12438,Khailil Richard,2017,-1.9,-2.2,-4.2
12439,Khalen Cumberlander,2014,-1.9,-2.9,-4.8
12440,Khalen Cumberlander,2015,-1.8,-3.9,-5.7
12441,Khalen Cumberlander,2016,-3.7,-3.9,-7.6
12442,Khalen Cumberlander,2017,-2.0,-2.3,-4.3
12443,Khalen Pinkett,2015,-8.7,0.0,-8.7
12444,Khalen Pinkett,2016,-9.5,0.6,-8.9
12445,Khalid Lewis,2012,-2.1,-0.5,-2.6
12446,Khalid Lewis,2014,-6.0,0.7,-5.3
12447,Khalid Lewis,2015,-2.5,1.6,-0.9
12448,Khalid Lewis,2016,-2.3,1.2,-1.1
12449,Khalid Mutakabbir,2011,0.6,-1.6,-1.0
12450,Khalid Mutakabbir,2012,-0.3,-2.2,-2.5
12451,Khalid Mutakabbir,2013,0.2,-4.8,-4.6
12452,Khalid Nwandu,2014,-5.7,-0.2,-5.8
12453,Khalid Nwandu,2015,-4.6,0.1,-4.4
12454,Khalid Nwandu,2016,-4.6,2.3,-2.3
12455,Khalid Nwandu,2017,-6.0,1.8,-4.2
12456,Khalif Toombs,2011,-3.2,-3.0,-6.3
12457,Khalif Toombs,2012,-1.7,-5.6,-7.2
12458,Khalif Toombs,2013,0.2,-4.3,-4.1
12459,Khalif Wyatt,2011,6.3,1.8,8.1
12460,Khalif Wyatt,2012,7.6,1.2,8.8
12461,Khalif Wyatt,2013,7.4,-0.6,6.8
12462,Khalil Ahmad,2016,2.1,-1.6,0.5
12463,Khalil Alford,2014,1.4,-3.0,-1.7
12464,Khalil Alford,2015,-1.8,-2.0,-3.8
12465,Khalil Alford,2016,-2.7,-0.9,-3.5
12466,Khalil Brown,2013,-5.4,-0.3,-5.7
12467,Khalil Davis,2015,-1.3,-1.9,-3.1
12468,Khalil Davis,2016,-0.5,-0.9,-1.4
12469,Khalil Fuller,2016,-6.1,-4.4,-10.5
12470,Khalil Iverson,2016,-2.1,5.5,3.4
12471,Khalil Iverson,2017,0.7,6.0,6.7
12472,Khalil Kelley,2011,-6.6,0.8,-5.9
12473,Khalil Kelley,2012,-6.0,-2.4,-8.4
12474,Khalil Kelley,2013,-2.2,1.0,-1.2
12475,Khalil Kelley,2014,-1.5,0.0,-1.5
12476,Khalil Small,2016,1.4,-1.3,0.1
12477,Khalil Small,2017,-0.4,0.1,-0.3
12478,Khaliq Ghani,2016,-1.9,1.7,-0.2
12479,Khaliq Spicer,2014,-4.2,4.1,0.0
12480,Khaliq Spicer,2015,-1.9,3.9,2.0
12481,Khaliq Spicer,2016,0.9,3.1,4.0
12482,Khallid Hart,2014,2.0,-1.5,0.5
12483,Khallid Hart,2016,4.9,-4.2,0.7
12484,Khallid Hart,2017,3.5,-3.6,-0.1
12485,Khari Harley,2015,-2.1,-0.9,-3.0
12486,Khari Holloway,2016,-3.9,-3.6,-7.5
12487,Khari Holloway,2017,-0.4,-4.8,-5.2
12488,Khari Price,2013,2.0,0.9,2.9
12489,Khari Price,2014,3.1,0.4,3.5
12490,Khari Price,2016,1.3,-1.6,-0.2
12491,Khary Doby,2014,-6.0,-2.8,-8.8
12492,Khary Doby,2015,-4.5,-3.4,-7.9
12493,Khary Doby,2016,-5.3,-4.6,-9.9
12494,Khem Birch,2014,2.3,8.2,10.5
12495,Kherel Silcott,2012,-4.1,-0.9,-5.0
12496,Khion Sankey,2013,0.9,0.4,1.3
12497,Khion Sankey,2014,-0.6,1.0,0.4
12498,Khiry White,2013,-6.6,3.6,-3.0
12499,Khris Lane,2016,-1.3,-2.3,-3.6
12500,Khris Lane,2017,-0.3,-3.0,-3.3
12501,Khris Middleton,2011,5.8,3.0,8.8
12502,Khristian Smith,2013,-2.6,2.2,-0.4
12503,Khristian Smith,2014,0.3,-1.0,-0.7
12504,Khristian Smith,2015,-0.5,0.9,0.4
12505,Khristian Smith,2016,-1.1,2.4,1.3
12506,Khufu Najee,2014,-2.9,-2.7,-5.6
12507,Khwan Fore,2016,1.5,1.4,2.9
12508,Khwan Fore,2017,0.1,1.8,1.9
12509,Khy Kabellis,2016,-0.8,0.1,-0.8
12510,Khy Kabellis,2017,-1.4,-0.9,-2.3
12511,Khyle Marshall,2011,0.3,0.9,1.2
12512,Khyle Marshall,2012,1.1,0.8,1.8
12513,Khyle Marshall,2013,1.5,0.5,2.0
12514,Khyle Marshall,2014,1.6,-0.6,1.0
12515,Khyri Thomas,2016,1.9,3.7,5.6
12516,Khyri Thomas,2017,5.2,5.0,10.1
12517,KiShawn Pritchett,2017,-3.0,1.1,-1.8
12518,Kidani Brutus,2011,0.6,-3.0,-2.3
12519,Kidani Brutus,2012,1.6,-1.3,0.3
12520,Kiefer Douse,2016,-3.9,-2.6,-6.5
12521,Kiefer Douse,2017,1.7,-1.0,0.7
12522,Kiel Turpin,2013,0.2,3.5,3.7
12523,Kiel Turpin,2015,-1.3,1.0,-0.2
12524,Kieondre Arkwright,2011,-4.9,-4.5,-9.4
12525,Kieran Hayward,2017,-1.1,-1.0,-2.2
12526,Kierre Greenwood,2011,-0.5,0.4,-0.1
12527,Kierre Greenwood,2012,0.4,-0.5,0.0
12528,Kierre Greenwood,2013,0.0,-0.3,-0.3
12529,Kievyn Lila-St. Rose,2013,-6.1,-3.4,-9.5
12530,Kievyn Lila-St. Rose,2014,-4.3,-3.7,-8.0
12531,Kikko Haydar,2013,3.3,0.5,3.8
12532,Kikko Haydar,2014,2.9,1.4,4.3
12533,Kilian Cato,2012,-1.7,-2.4,-4.1
12534,Killian Larson,2014,0.6,-2.2,-1.6
12535,Killian Tillie,2017,3.4,6.9,10.3
12536,Kim English,2011,1.1,1.1,2.3
12537,Kim English,2012,7.2,1.0,8.2
12538,Kimar Williams,2016,-2.9,0.2,-2.7
12539,Kimbal MacKenzie,2016,-2.1,-1.7,-3.8
12540,Kimbal MacKenzie,2017,3.2,-0.3,3.0
12541,Kinard Gadsden-Gilliard,2013,-6.3,-1.1,-7.4
12542,Kinard Gadsden-Gilliard,2014,-2.0,-0.1,-2.1
12543,King McClure,2016,5.3,2.1,7.4
12544,King McClure,2017,3.7,1.8,5.5
12545,Kingsley Okoroh,2015,-3.3,5.5,2.2
12546,Kingsley Okoroh,2016,-2.6,8.3,5.7
12547,Kingsley Okoroh,2017,-1.3,10.1,8.8
12548,Kinnon LaRose,2016,2.4,0.5,3.0
12549,Kinu Rochford,2012,-0.6,-0.5,-1.1
12550,Kinu Rochford,2013,2.6,-0.2,2.4
12551,Kion Brown,2013,-7.8,-3.2,-11.0
12552,Kion Brown,2014,-3.9,-6.1,-9.9
12553,Kion Brown,2015,-7.1,-2.4,-9.5
12554,Kion Brown,2016,-4.1,-1.7,-5.9
12555,Kirby Gardner,2013,-3.0,2.8,-0.2
12556,Kirk Crecco,2011,-2.8,-2.4,-5.2
12557,Kirk Crecco,2012,-3.2,-3.6,-6.8
12558,Kirk Korver,2012,0.0,-2.1,-2.1
12559,Kirk Korver,2013,-0.9,-2.1,-3.0
12560,Kirk Van Slyke,2011,-1.4,-1.2,-2.6
12561,Kirk Van Slyke,2012,-0.8,-5.7,-6.5
12562,Kirk Van Slyke,2014,2.5,0.6,3.1
12563,Kj Sherrill,2012,-4.2,1.1,-3.1
12564,Klay Thompson,2011,6.8,3.2,10.1
12565,Klint Carlson,2016,0.3,1.4,1.7
12566,Klint Carlson,2017,-2.0,1.9,-0.1
12567,Knox Hellums,2017,-1.9,-4.1,-6.0
12568,Koang Doluony,2011,-0.8,3.1,2.3
12569,Kobe Gantz,2017,-4.8,-4.0,-8.8
12570,Kobi Simmons,2017,1.5,1.0,2.6
12571,Koby McEwen,2017,3.1,0.3,3.4
12572,Koch Bar,2017,-2.6,3.3,0.7
12573,Kodi Augustus,2011,1.0,1.3,2.3
12574,Kodi Justice,2016,2.8,1.2,4.0
12575,Kodi Justice,2017,2.2,1.1,3.3
12576,Kodi Maduka,2011,-3.5,4.4,0.9
12577,Kodi Maduka,2012,-0.9,4.6,3.7
12578,Kofi Andoh,2014,-6.6,-1.4,-8.0
12579,Kofi Andoh,2016,-4.8,-1.1,-5.9
12580,Kofi Andoh,2017,-4.9,-0.9,-5.8
12581,Konner Frey,2016,-0.9,-2.2,-3.1
12582,Konner Tucker,2012,-0.9,-2.0,-3.0
12583,Konner Tucker,2013,2.4,-1.4,1.0
12584,Konner Veteto,2012,-4.2,-4.6,-8.8
12585,Konner Veteto,2013,-4.6,-4.5,-9.0
12586,Konstantinos Mitoglou,2015,3.8,-0.4,3.5
12587,Konstantinos Mitoglou,2016,2.8,1.1,3.9
12588,Konstantinos Mitoglou,2017,2.5,1.8,4.3
12589,Kordario Fleming,2013,-3.0,1.1,-1.9
12590,Kore White,2011,-2.1,1.8,-0.3
12591,Kore White,2012,-3.6,2.0,-1.6
12592,Kore White,2013,-1.8,3.6,1.8
12593,Korey Billbury,2013,-0.6,0.8,0.2
12594,Korey Billbury,2014,2.7,-0.8,1.9
12595,Korey Billbury,2015,0.7,-0.2,0.5
12596,Korey Billbury,2016,1.2,2.0,3.3
12597,Korey Sanders,2011,-4.9,-0.5,-5.4
12598,Korey Thieleke,2013,-3.1,3.9,0.8
12599,Korey Thieleke,2014,-1.2,4.8,3.6
12600,Korey VanDussen,2011,2.3,-1.2,1.1
12601,Korey VanDussen,2012,-2.4,-1.2,-3.6
12602,Kori Babineaux,2015,-1.4,-2.8,-4.2
12603,Kori Babineaux,2016,-2.8,-2.1,-4.9
12604,Korie Lucious,2013,2.3,-1.6,0.7
12605,Koron Reed,2011,-4.5,1.4,-3.1
12606,Kory Brown,2013,-1.3,3.6,2.3
12607,Kory Brown,2014,3.6,2.3,5.9
12608,Kory Brown,2015,-2.3,2.0,-0.3
12609,Kory Brown,2016,0.3,4.3,4.6
12610,Kory Holden,2015,-0.8,-3.3,-4.1
12611,Kory Holden,2016,2.8,-4.5,-1.7
12612,Kory Kuenstling,2015,-5.5,-2.1,-7.6
12613,Kourtlin Jackson,2016,3.1,-1.1,2.0
12614,Kourtney Goff,2012,-4.4,-0.5,-4.9
12615,Kourtney Roberson,2011,2.6,2.2,4.8
12616,Kourtney Roberson,2013,2.8,4.0,6.8
12617,Kourtney Roberson,2014,1.7,3.4,5.1
12618,Kourtney Roberson,2015,4.8,3.6,8.4
12619,Kraidon Woods,2011,-3.0,2.5,-0.5
12620,Kraidon Woods,2012,-2.8,6.0,3.3
12621,Kramer Knutson,2011,1.4,4.4,5.7
12622,Kregg Jones,2011,-6.5,-0.3,-6.8
12623,Kregg Jones,2015,-8.2,-1.7,-9.9
12624,Kris Acox,2015,-1.3,-1.7,-3.0
12625,Kris Acox,2016,-0.5,0.2,-0.3
12626,Kris Acox,2017,0.7,3.2,3.9
12627,Kris Brewer,2012,-0.2,0.8,0.6
12628,Kris Brewer,2013,0.8,0.0,0.8
12629,Kris Brewer,2014,0.6,-1.2,-0.6
12630,Kris Brewer,2015,0.4,-2.0,-1.5
12631,Kris Brown,2013,-2.6,0.0,-2.6
12632,Kris Clyburn,2017,-1.4,0.8,-0.6
12633,Kris Davis,2012,0.2,-3.0,-2.8
12634,Kris Davis,2013,-1.2,-1.7,-2.9
12635,Kris Davis,2014,-1.9,-3.1,-4.9
12636,Kris Davis,2015,0.1,-1.7,-1.5
12637,Kris Dunn,2015,6.7,5.1,11.8
12638,Kris Dunn,2016,5.6,5.7,11.3
12639,Kris Gulley,2013,-1.9,-2.4,-4.3
12640,Kris Gulley,2014,-1.3,-0.3,-1.6
12641,Kris Gulley,2015,-2.3,-0.9,-3.1
12642,Kris Jenkins,2014,2.7,1.8,4.5
12643,Kris Jenkins,2015,5.6,2.4,8.0
12644,Kris Jenkins,2016,7.4,2.9,10.4
12645,Kris Jenkins,2017,4.0,2.7,6.7
12646,Kris Joseph,2011,4.4,3.1,7.5
12647,Kris Joseph,2012,4.6,2.2,6.8
12648,Kris Martin,2016,-0.2,-1.6,-1.8
12649,Kris Martin,2017,2.1,-1.0,1.2
12650,Kris Richard,2011,2.6,1.8,4.3
12651,Kris Rolle,2014,-3.6,2.0,-1.6
12652,Kris Walden,2012,-6.2,-3.3,-9.5
12653,Kris Walden,2013,-3.1,-0.7,-3.8
12654,Kris Yanku,2014,-1.8,-0.8,-2.6
12655,Kris Yanku,2015,-0.1,-0.2,-0.2
12656,Kris Yanku,2016,-0.7,-0.7,-1.4
12657,Kristian Doolittle,2017,1.4,2.6,4.1
12658,Kristijan Krajina,2012,-4.9,-1.2,-6.1
12659,Kristijan Krajina,2013,-2.2,-1.1,-3.3
12660,Kristijan Krajina,2015,-4.6,0.1,-4.5
12661,Kristinn Palsson,2016,-0.4,-2.4,-2.8
12662,Kristinn Palsson,2017,-2.7,-2.1,-4.8
12663,Kruize Pinkins,2014,2.0,0.6,2.6
12664,Kruize Pinkins,2015,3.6,-0.2,3.4
12665,Krys Faber,2011,-1.8,0.0,-1.8
12666,Krys Faber,2012,0.1,0.7,0.8
12667,Kuran Iverson,2016,-0.5,4.6,4.1
12668,Kuran Iverson,2017,1.9,5.1,7.0
12669,Kurk Lee,2017,1.2,-1.6,-0.3
12670,Kurt Alexander,2011,-4.7,-1.8,-6.5
12671,Kurt Alexander,2012,-1.2,-0.6,-1.8
12672,Kurt Hall,2015,1.2,-4.1,-2.8
12673,Kurt Karis,2014,-5.7,0.4,-5.3
12674,Kurt Steidl,2014,2.5,-1.9,0.7
12675,Kurt Steidl,2015,1.4,0.2,1.6
12676,Kurt Steidl,2016,2.8,-0.6,2.2
12677,Kurt Steidl,2017,2.7,2.6,5.3
12678,Kwadzo Ahelegbe,2011,3.1,-0.7,2.3
12679,Kwamain Mitchell,2012,5.8,2.1,7.9
12680,Kwame Morgan,2011,2.8,-1.2,1.6
12681,Kwame Vaughn,2012,3.7,-2.0,1.6
12682,Kwame Vaughn,2013,2.3,-2.1,0.2
12683,Kwan Cheatham,2015,-1.5,2.7,1.2
12684,Kwan Cheatham,2016,-1.6,2.4,0.8
12685,Kwan Cheatham,2017,1.6,1.3,2.9
12686,Kwe Parker,2017,-5.3,2.4,-2.8
12687,Kwesi Abakah,2016,-5.2,1.3,-3.9
12688,Kwesi Abakah,2017,-2.9,3.0,0.1
12689,Ky Bowman,2017,3.7,1.0,4.7
12690,Ky Howard,2013,-3.5,-0.9,-4.4
12691,Ky Howard,2014,-4.4,-1.8,-6.2
12692,Ky Howard,2016,-0.3,-0.6,-0.9
12693,Kyan Anderson,2012,0.7,-1.5,-0.7
12694,Kyan Anderson,2013,2.4,-1.3,1.1
12695,Kyan Anderson,2014,6.2,-1.8,4.4
12696,Kyan Anderson,2015,5.1,-0.7,4.3
12697,Kye de Laveaga,2017,-2.2,-2.9,-5.1
12698,Kyisean Reed,2012,2.2,1.6,3.7
12699,Kylan Phillips,2016,-7.7,-2.7,-10.4
12700,Kylan Phillips,2017,-5.0,-3.1,-8.1
12701,Kyle Ahrens,2017,1.8,-0.3,1.5
12702,Kyle Alexander,2016,-2.1,4.1,2.0
12703,Kyle Alexander,2017,-0.6,4.6,4.0
12704,Kyle Allman,2016,-4.4,-1.5,-6.0
12705,Kyle Allman,2017,-4.1,-1.4,-5.5
12706,Kyle Anderson,2012,1.6,-2.0,-0.4
12707,Kyle Anderson,2013,2.7,6.4,9.0
12708,Kyle Anderson,2014,4.7,6.2,10.8
12709,Kyle Anderson,2015,0.6,-2.8,-2.2
12710,Kyle Barone,2011,1.2,1.3,2.5
12711,Kyle Barone,2012,-0.6,1.5,0.9
12712,Kyle Barone,2013,6.6,-0.7,5.8
12713,Kyle Benton,2016,-1.2,-0.9,-2.1
12714,Kyle Boswell,2012,5.1,-3.1,2.0
12715,Kyle Boswell,2013,4.2,-2.9,1.3
12716,Kyle Boswell,2014,4.6,-3.2,1.4
12717,Kyle Broekhuis,2016,-3.5,-0.6,-4.1
12718,Kyle Brown,2017,-8.2,-1.4,-9.6
12719,Kyle Bullinger,2011,2.2,-0.5,1.8
12720,Kyle Cain,2011,-2.2,1.2,-1.1
12721,Kyle Cain,2012,-3.4,-1.5,-4.9
12722,Kyle Cain,2014,-2.2,-1.6,-3.9
12723,Kyle Casey,2011,-0.7,1.8,1.1
12724,Kyle Casey,2012,1.2,3.6,4.8
12725,Kyle Casey,2014,-1.3,4.7,3.4
12726,Kyle Cassity,2011,1.8,1.1,2.9
12727,Kyle Cassity,2012,1.7,3.0,4.7
12728,Kyle Castlin,2015,2.0,-1.3,0.7
12729,Kyle Castlin,2016,-2.1,-1.4,-3.5
12730,Kyle Clark,2016,1.1,0.5,1.6
12731,Kyle Clark,2017,3.9,2.6,6.5
12732,Kyle Clarke,2016,-5.8,-1.4,-7.1
12733,Kyle Clarke,2017,-6.1,-2.0,-8.1
12734,Kyle Collinsworth,2011,0.7,4.6,5.3
12735,Kyle Collinsworth,2014,3.4,3.8,7.3
12736,Kyle Collinsworth,2015,5.1,4.6,9.6
12737,Kyle Collinsworth,2016,3.3,5.0,8.3
12738,Kyle Davis,2011,0.1,1.1,1.2
12739,Kyle Davis,2014,1.8,3.5,5.3
12740,Kyle Davis,2015,1.3,4.0,5.3
12741,Kyle Davis,2016,2.0,4.0,5.9
12742,Kyle Davis,2017,4.3,4.2,8.5
12743,Kyle Downey,2012,-1.2,-0.5,-1.6
12744,Kyle Doyle,2014,-5.6,-1.0,-6.6
12745,Kyle Doyle,2015,-7.4,2.5,-4.9
12746,Kyle Dranginis,2013,2.9,3.2,6.1
12747,Kyle Dranginis,2014,3.4,5.4,8.8
12748,Kyle Dranginis,2015,4.1,4.6,8.6
12749,Kyle Dranginis,2016,4.2,4.1,8.3
12750,Kyle Fogg,2011,3.1,1.6,4.7
12751,Kyle Fogg,2012,4.0,1.6,5.6
12752,Kyle Foreman,2016,-1.6,-1.9,-3.5
12753,Kyle Foreman,2017,-2.7,0.8,-1.9
12754,Kyle Fuller,2011,-1.9,1.3,-0.7
12755,Kyle Fuller,2013,0.2,-0.1,0.1
12756,Kyle Fuller,2014,-0.6,0.5,-0.1
12757,Kyle Gaillard,2011,0.0,-1.0,-1.1
12758,Kyle Gaillard,2013,1.4,-1.2,0.2
12759,Kyle Gaillard,2014,0.8,-2.0,-1.2
12760,Kyle Green,2013,1.6,-2.1,-0.6
12761,Kyle Guice,2017,0.1,-1.1,-1.1
12762,Kyle Gullett,2016,-4.7,-1.6,-6.3
12763,Kyle Guy,2017,5.1,1.9,7.0
12764,Kyle Haber,2016,-3.6,-1.8,-5.3
12765,Kyle Hittle,2014,2.3,-2.9,-0.7
12766,Kyle Hittle,2015,3.3,-2.2,1.1
12767,Kyle Hittle,2016,4.1,-1.4,2.8
12768,Kyle Ingram,2016,-3.6,1.6,-2.0
12769,Kyle Johnson,2011,2.0,-0.7,1.3
12770,Kyle Jones,2012,-2.7,-6.7,-9.4
12771,Kyle Kager,2014,-2.6,0.3,-2.3
12772,Kyle Kelm,2011,-4.5,-0.1,-4.6
12773,Kyle Kelm,2012,-0.8,1.5,0.7
12774,Kyle Kelm,2013,-1.7,-1.4,-3.2
12775,Kyle Kelm,2014,0.4,-0.5,-0.1
12776,Kyle Koszuta,2013,-2.8,-3.4,-6.2
12777,Kyle Koszuta,2014,-3.6,-1.6,-5.2
12778,Kyle Kuric,2011,6.7,2.0,8.7
12779,Kyle Kuric,2012,4.5,3.3,7.9
12780,Kyle Kuzma,2015,1.8,2.3,4.1
12781,Kyle Kuzma,2016,1.4,1.5,2.8
12782,Kyle Kuzma,2017,4.6,2.0,6.6
12783,Kyle Leufroy,2016,-1.5,-0.9,-2.3
12784,Kyle Leufroy,2017,1.5,0.4,1.9
12785,Kyle Lewis,2011,-3.6,-2.9,-6.5
12786,Kyle Mallers,2017,-2.1,-0.3,-2.5
12787,Kyle McElvain,2014,-2.3,-3.1,-5.4
12788,Kyle Meyer,2016,-0.7,3.7,3.0
12789,Kyle Meyer,2017,0.5,3.9,4.4
12790,Kyle Noreen,2012,-2.9,-0.4,-3.3
12791,Kyle Noreen,2013,-2.1,0.2,-1.9
12792,Kyle Noreen,2014,0.4,-1.6,-1.2
12793,Kyle Noreen,2015,-0.6,-0.8,-1.4
12794,Kyle O'Quinn,2011,1.9,2.2,4.1
12795,Kyle O'Quinn,2012,2.5,4.2,6.7
12796,Kyle Odister,2012,2.8,-2.0,0.7
12797,Kyle Odister,2013,1.1,-3.5,-2.4
12798,Kyle Odister,2014,2.6,-1.1,1.5
12799,Kyle Randall,2011,-1.3,-3.1,-4.4
12800,Kyle Randall,2012,-2.1,-3.8,-6.0
12801,Kyle Randall,2013,4.3,-4.2,0.1
12802,Kyle Reid,2015,-4.6,0.3,-4.3
12803,Kyle Reid,2016,-0.1,-0.3,-0.4
12804,Kyle Rhoades,2017,-4.1,1.0,-3.1
12805,Kyle Richardson,2013,-5.8,-0.5,-6.3
12806,Kyle Richardson,2014,-1.6,0.0,-1.6
12807,Kyle Riley,2011,-2.6,-2.8,-5.4
12808,Kyle Rowley,2013,-2.0,-0.6,-2.6
12809,Kyle Sikora,2012,-3.4,-0.2,-3.6
12810,Kyle Sikora,2014,-7.5,-1.3,-8.8
12811,Kyle Sikora,2015,-6.8,-1.7,-8.5
12812,Kyle Singler,2011,4.6,2.2,6.8
12813,Kyle Smyth,2011,5.3,-0.9,4.4
12814,Kyle Smyth,2012,2.5,0.2,2.7
12815,Kyle Smyth,2013,3.1,0.9,4.0
12816,Kyle Steward,2016,0.1,-0.8,-0.7
12817,Kyle Steward,2017,-0.5,-1.1,-1.6
12818,Kyle Stout,2017,-2.1,-2.3,-4.4
12819,Kyle Thomas,2015,-5.1,-2.7,-7.8
12820,Kyle Thomas,2016,-4.5,-1.8,-6.3
12821,Kyle Thomas,2017,-4.3,-1.6,-5.9
12822,Kyle Toth,2013,1.1,-2.4,-1.3
12823,Kyle Toth,2017,2.4,-3.4,-1.0
12824,Kyle Tresnak,2011,-2.8,-2.1,-4.9
12825,Kyle Tresnak,2012,-1.0,-1.3,-2.3
12826,Kyle Tresnak,2013,0.3,0.9,1.2
12827,Kyle Tresnak,2014,-0.9,1.9,1.0
12828,Kyle Vinales,2012,1.0,-4.1,-3.1
12829,Kyle Vinales,2013,1.9,-5.5,-3.6
12830,Kyle Washington,2014,-3.3,1.8,-1.5
12831,Kyle Washington,2015,-0.4,3.2,2.8
