,Name,Season,OBPM,DBPM,BPM
5267,DeShawn Dockery,2013,-5.0,-1.5,-6.4
5268,DeShawn Freeman,2017,0.4,3.0,3.4
5269,DeShawn Painter,2011,-1.8,0.6,-1.2
5270,DeShawn Painter,2012,-1.5,0.3,-1.1
5271,DeShawn Painter,2013,-1.8,-2.6,-4.4
5272,DeShawn Patterson,2011,-2.4,0.9,-1.5
5273,DeShawn Patterson,2012,-5.5,3.3,-2.2
5274,DeShawndre Black,2017,-2.8,-3.6,-6.5
5275,DeShone McClure,2013,-0.4,-2.5,-2.9
5276,DeShone McClure,2014,0.0,-3.4,-3.4
5277,DeVante Jones,2015,4.2,-1.1,3.2
5278,DeVaughn Akoon-Purcell,2015,3.0,1.1,4.1
5279,DeVaughn Akoon-Purcell,2016,0.3,1.2,1.5
5280,DeVaughn Mallory,2016,-7.7,-2.9,-10.6
5281,DeVaughn Mallory,2017,-1.4,-2.2,-3.6
5282,DeVaughn Washington,2011,-0.6,-0.4,-1.0
5283,DeVince Boykins,2014,-3.0,-0.1,-3.1
5284,DeVince Boykins,2015,-4.7,-0.9,-5.6
5285,DeVince Boykins,2016,-4.1,-1.0,-5.1
5286,DeVon Barnett,2015,0.0,-1.1,-1.0
5287,DeVon Barnett,2017,-3.4,-0.1,-3.5
5288,DeVon Walker,2014,0.1,5.0,5.1
5289,DeVon Walker,2017,0.1,1.8,1.9
5290,DeVontae Wright,2012,-2.4,-2.1,-4.5
5291,DeVonte Smith,2014,-1.1,-0.5,-1.6
5292,DeWayne Jackson,2011,0.4,0.2,0.6
5293,DeWayne Jackson,2012,2.6,-1.4,1.2
5294,DeWayne Jackson,2013,2.1,0.9,3.0
5295,Dean Danos,2014,-1.2,-4.2,-5.4
5296,Dean Danos,2016,-1.1,-1.6,-2.7
5297,Dean Wade,2016,3.1,2.6,5.8
5298,Dean Wade,2017,5.1,3.2,8.3
5299,Deandre Burnett,2017,4.2,-1.2,3.0
5300,Deandre Davis,2016,0.6,-1.8,-1.2
5301,Deandre Mathieu,2012,-4.1,-0.2,-4.3
5302,Deandre Mathieu,2014,3.1,0.8,4.0
5303,Deandre Mathieu,2015,2.6,1.9,4.5
5304,Deckie Johnson,2016,2.8,-2.6,0.2
5305,Dederick Lee,2017,-3.2,-0.1,-3.4
5306,Dedric Lawson,2016,0.6,4.8,5.5
5307,Dedric Lawson,2017,4.5,4.9,9.4
5308,Dedrick Basile,2016,3.4,1.4,4.8
5309,Dedrick Basile,2017,2.1,1.6,3.7
5310,Dee Bost,2012,5.8,0.3,6.1
5311,Dee Brown,2011,1.0,-2.2,-1.2
5312,Dee Brown,2012,0.4,-1.2,-0.7
5313,Dee Davis,2012,-2.0,1.3,-0.7
5314,Dee Davis,2013,1.7,-0.2,1.5
5315,Dee Davis,2014,3.0,0.6,3.6
5316,Dee Davis,2015,3.1,0.9,4.0
5317,Dee Goens,2011,-5.1,-2.3,-7.4
5318,Dee Goens,2012,-3.6,-2.3,-5.8
5319,Dee Goens,2013,-5.3,-0.5,-5.9
5320,Dee Oldham,2013,-2.8,-1.0,-3.8
5321,Dee Oldham,2014,0.8,-2.9,-2.2
5322,Dee Oldham,2016,0.7,0.6,1.3
5323,Deion Giddens,2015,-5.8,2.6,-3.2
5324,Deion Holmes,2016,-2.7,-5.6,-8.3
5325,Deion Holmes,2017,-2.2,-4.3,-6.6
5326,Deion Lavender,2015,-0.7,-1.5,-2.2
5327,Deion Lavender,2017,-3.2,-0.8,-4.0
5328,Deion Taylor,2013,1.7,0.1,1.8
5329,Deion Taylor,2014,-1.4,2.7,1.3
5330,Deion Taylor,2015,-1.8,5.5,3.7
5331,Deion Taylor,2016,0.2,2.8,3.0
5332,Deionte Simmons,2017,-5.0,-2.0,-7.1
5333,Deividas Busma,2011,-2.3,0.6,-1.7
5334,Deividas Dulkys,2011,1.5,3.9,5.4
5335,Deividas Dulkys,2012,3.1,4.3,7.4
5336,Deividas Zemgulis,2016,-0.8,-0.9,-1.7
5337,Deivydas Kuzavas,2017,-6.5,0.1,-6.4
5338,Dejan Kostur,2012,-7.7,-2.4,-10.1
5339,Dejan Kravic,2013,0.7,3.0,3.7
5340,Dejan Kravic,2014,1.3,3.9,5.2
5341,Dejan Vasiljevic,2017,2.5,-0.4,2.1
5342,Dejon Jarreau,2017,-0.9,2.0,1.2
5343,Dejounte Murray,2016,1.8,2.5,4.3
5344,Dejuan Clayton,2017,0.4,-4.2,-3.8
5345,Dejuan McGaughy,2013,-2.2,-2.0,-4.3
5346,Dekeba Battee-Aston,2015,-9.5,0.3,-9.3
5347,Del'Vin Dickerson,2015,-1.8,-1.5,-3.3
5348,Del'Vin Dickerson,2017,-1.7,0.4,-1.2
5349,DelFincko Bogan,2016,-2.9,-2.0,-5.0
5350,Delano Spencer,2017,1.5,-1.6,-0.1
5351,Delante Jones,2016,-2.6,-2.4,-5.0
5352,Delante Jones,2017,-3.7,-2.7,-6.4
5353,Delbert Love,2012,1.1,-3.9,-2.8
5354,Delbert Love,2013,-0.7,-3.0,-3.6
5355,Delbert Love,2014,1.9,-1.9,0.0
5356,Delbert Love,2015,-2.8,-2.1,-4.9
5357,Deleon Brown,2017,0.3,-0.3,0.0
5358,Delino Dear,2011,-5.8,-2.1,-7.9
5359,Delino Dear,2012,-1.3,-1.6,-2.9
5360,Delino Dear,2015,-3.9,0.5,-3.4
5361,Delon Wright,2014,6.2,6.8,13.1
5362,Delon Wright,2015,8.8,7.4,16.2
5363,Delonte Taylor,2011,-3.7,-3.1,-6.9
5364,Delroy James,2011,2.4,3.2,5.6
5365,Delundre Dixon,2016,-5.0,-1.0,-6.0
5366,Delundre Dixon,2017,-4.5,-2.4,-6.9
5367,Delvon Johnson,2011,0.2,6.0,6.3
5368,Delvon Roe,2011,1.6,6.2,7.8
5369,Delwan Graham,2011,-2.2,3.2,0.9
5370,Delwan Graham,2012,-1.7,1.7,0.1
5371,Demajeo Wiggins,2016,-4.5,-0.7,-5.3
5372,Demajeo Wiggins,2017,-2.4,-0.5,-2.9
5373,Demarco Cox,2011,-1.9,1.0,-0.9
5374,Demarco Cox,2012,0.7,2.2,2.9
5375,Demarco Cox,2014,-0.9,2.9,2.0
5376,Demarco Cox,2015,0.1,4.0,4.1
5377,Demarcus Bryant,2015,-3.9,-5.7,-9.6
5378,Demarcus Holland,2013,-2.7,2.4,-0.4
5379,Demarcus Holland,2014,0.8,3.3,4.1
5380,Demarcus Holland,2015,3.3,2.0,5.2
5381,Demarcus Holland,2016,0.5,3.1,3.5
5382,Demario Beck,2017,-0.2,1.4,1.2
5383,Demario Hines,2012,-2.7,0.2,-2.4
5384,Demario Hines,2013,-2.9,1.1,-1.9
5385,Demarius Smith,2014,-2.3,-2.3,-4.6
5386,Demarquelle Tabb,2011,-2.6,3.2,0.7
5387,Demarquelle Tabb,2012,-1.8,0.5,-1.3
5388,Demarquelle Tabb,2013,-1.9,0.7,-1.2
5389,Demarquelle Tabb,2014,-4.8,3.5,-1.4
5390,Demetre Rivers,2016,0.7,-2.1,-1.4
5391,Demetre Rivers,2017,0.0,-1.5,-1.4
5392,Demetrece Young,2011,2.5,-1.0,1.5
5393,Demetri Goodson,2011,-0.7,2.5,1.9
5394,Demetri McCamey,2011,6.6,1.2,7.8
5395,Demetri Wheeler,2013,-6.5,-4.1,-10.6
5396,Demetric Williams,2011,0.6,0.2,0.7
5397,Demetric Williams,2012,2.3,2.2,4.5
5398,Demetric Williams,2013,1.4,2.2,3.6
5399,Demetrious Floyd,2015,2.3,-3.9,-1.6
5400,Demetrious Floyd,2016,4.7,-1.5,3.2
5401,Demetris Morant,2015,-2.4,3.0,0.6
5402,Demetris Morant,2017,2.7,2.2,5.0
5403,Demetrius Dyson,2015,1.3,-0.9,0.3
5404,Demetrius Dyson,2017,2.7,-1.9,0.8
5405,Demetrius Harris,2013,-4.8,0.0,-4.8
5406,Demetrius Henry,2014,-3.2,2.5,-0.7
5407,Demetrius Henry,2017,-0.3,1.0,0.6
5408,Demetrius Houston,2015,-7.3,1.8,-5.5
5409,Demetrius Jackson,2014,1.5,-0.8,0.7
5410,Demetrius Jackson,2015,7.1,1.9,9.0
5411,Demetrius Jackson,2016,6.3,0.4,6.7
5412,Demetrius McReynolds,2016,3.7,-2.2,1.6
5413,Demetrius McReynolds,2017,3.9,-1.9,2.0
5414,Demetrius Moore,2014,-2.1,-0.3,-2.4
5415,Demetrius Pollard,2013,0.8,-2.4,-1.7
5416,Demetrius Pollard,2014,0.5,-2.1,-1.6
5417,Demetrius Treadwell,2012,0.1,1.9,2.0
5418,Demetrius Treadwell,2013,0.0,2.1,2.1
5419,Demetrius Treadwell,2014,-0.4,1.6,1.2
5420,Demetrius Troy,2016,-1.5,-0.6,-2.2
5421,Demetrius Troy,2017,1.0,-1.2,-0.1
5422,Demetrius Walker,2012,0.7,1.2,1.9
5423,Demetrius Ward,2011,3.4,-0.7,2.7
5424,Demetrius Ward,2012,2.3,-1.0,1.3
5425,Demitrius Conger,2011,2.4,0.6,3.0
5426,Demitrius Conger,2012,5.7,1.1,6.8
5427,Demitrius Conger,2013,5.1,1.2,6.3
5428,Demola Onifade,2016,-9.9,3.1,-6.8
5429,Demola Onifade,2017,-9.4,2.1,-7.3
5430,Demond Watt,2011,2.0,0.7,2.7
5431,Demondre Chapman,2011,-6.9,-0.2,-7.1
5432,Demondre Chapman,2012,-3.6,-1.0,-4.6
5433,Demondre Chapman,2013,-4.2,-1.8,-6.0
5434,Demondre Chapman,2014,-3.8,-4.5,-8.4
5435,Demonte Flannigan,2015,-3.0,-0.6,-3.6
5436,Demonte Flannigan,2016,-2.3,0.6,-1.7
5437,Demonte Flannigan,2017,-4.4,-0.1,-4.5
5438,Demonte Harper,2011,0.5,0.7,1.1
5439,Demontez Loman,2015,-5.5,2.8,-2.7
5440,Demontez Loman,2016,-1.7,4.7,3.0
5441,Demontez Stitt,2011,4.8,2.9,7.7
5442,Demontrae Jefferson,2017,-2.0,-3.5,-5.5
5443,Demontrez Austin,2016,-3.9,0.3,-3.6
5444,Demontrez Austin,2017,-4.3,-1.9,-6.2
5445,Denaell McDaniel,2013,-3.7,-2.8,-6.5
5446,Denell Henderson,2015,-1.0,0.3,-0.7
5447,Deng Adel,2017,3.6,2.9,6.5
5448,Deng Deng,2013,-0.1,-2.9,-3.0
5449,Deng Geu,2017,-5.4,-0.3,-5.8
5450,Deng Riak,2017,-6.5,2.4,-4.0
5451,Deniz Kilicli,2011,-1.0,2.4,1.4
5452,Deniz Kilicli,2012,0.0,1.7,1.6
5453,Deniz Kilicli,2013,-1.2,0.3,-0.9
5454,Dennis Ashley,2017,-3.0,-5.1,-8.1
5455,Dennis Clifford,2012,-2.9,1.5,-1.4
5456,Dennis Clifford,2013,-2.3,3.2,0.9
5457,Dennis Clifford,2015,-0.5,3.4,2.9
5458,Dennis Clifford,2016,-2.9,3.4,0.5
5459,Dennis Diaz,2012,-4.3,-2.7,-7.0
5460,Dennis Diaz,2013,-4.8,-2.5,-7.3
5461,Dennis Kramer,2011,-6.6,1.5,-5.1
5462,Dennis Kramer,2012,0.1,0.4,0.5
5463,Dennis Kramer,2013,-3.0,-0.8,-3.9
5464,Dennis Kramer,2014,0.9,1.4,2.3
5465,Dennis Mavin,2011,-3.9,-1.6,-5.6
5466,Dennis Mavin,2012,-4.9,-1.4,-6.3
5467,Dennis Mavin,2014,-2.4,-1.1,-3.5
5468,Dennis Mavin,2015,-0.3,-1.8,-2.1
5469,Dennis Ogbe,2011,-0.8,-0.8,-1.7
5470,Dennis Ogbe,2012,0.3,-1.9,-1.5
5471,Dennis Ogbe,2013,3.9,-0.5,3.4
5472,Dennis Ogbe,2014,2.9,-0.7,2.1
5473,Dennis Smith Jr.,2017,6.3,1.0,7.3
5474,Dennis Tinnon,2012,3.2,1.1,4.4
5475,Dennis Tinnon,2013,0.2,-0.1,0.1
5476,Dennis Tunstall,2017,2.9,5.0,7.8
5477,Denton Koon,2012,-1.6,-1.3,-2.9
5478,Denton Koon,2013,1.1,-1.3,-0.2
5479,Denton Koon,2016,0.6,0.7,1.3
5480,Denver Holmes,2011,-0.5,-1.2,-1.8
5481,Denver Holmes,2012,3.7,-3.1,0.6
5482,Denzel Bowles,2011,2.8,2.8,5.7
5483,Denzel Brito,2011,-6.5,-1.6,-8.1
5484,Denzel Brito,2012,-3.8,-2.3,-6.1
5485,Denzel Brito,2014,-3.7,-2.2,-5.9
5486,Denzel Brito,2015,-4.2,-1.2,-5.4
5487,Denzel Douglas,2013,-1.8,-1.8,-3.6
5488,Denzel Dulin,2015,-7.7,-0.8,-8.5
5489,Denzel Dulin,2017,-3.6,-1.4,-5.0
5490,Denzel Gregg,2014,-2.8,5.8,3.0
5491,Denzel Gregg,2015,-4.0,4.4,0.4
5492,Denzel Gregg,2016,0.3,2.5,2.8
5493,Denzel Gregg,2017,-1.4,3.0,1.5
5494,Denzel Ingram,2013,-1.1,0.1,-0.9
5495,Denzel Ingram,2014,0.7,-0.7,0.0
5496,Denzel Ingram,2016,2.2,-0.5,1.7
5497,Denzel Ingram,2017,5.3,-2.1,3.2
5498,Denzel Johnson,2012,-1.1,-4.7,-5.8
5499,Denzel Johnson,2013,-2.9,-1.5,-4.4
5500,Denzel Johnson,2015,-0.4,-0.3,-0.7
5501,Denzel Keyes,2014,-6.6,-2.8,-9.3
5502,Denzel Keyes,2015,-0.9,-3.0,-3.9
5503,Denzel Livingston,2014,4.9,1.7,6.7
5504,Denzel Livingston,2015,3.8,0.0,3.9
5505,Denzel Mahoney,2017,3.0,-3.0,-0.1
5506,Denzel Richardson,2015,-2.9,-2.7,-5.6
5507,Denzel Valentine,2013,1.7,4.8,6.5
5508,Denzel Valentine,2014,2.8,4.0,6.9
5509,Denzel Valentine,2015,7.7,2.9,10.6
5510,Denzel Valentine,2016,12.2,4.4,16.5
5511,Denzell Taylor,2014,-2.1,3.1,1.0
5512,Denzell Taylor,2015,1.0,6.5,7.5
5513,Denzell Taylor,2016,1.1,4.6,5.7
5514,Denzell Taylor,2017,-1.1,5.0,3.9
5515,Denzell Watts,2014,-1.4,0.1,-1.3
5516,Denzell Watts,2015,-1.4,0.1,-1.2
5517,Denzell Watts,2016,-1.5,-1.5,-3.0
5518,Denzell Watts,2017,2.2,-1.9,0.3
5519,Deon Barrett,2017,-1.7,-3.0,-4.6
5520,Deon Edwin,2013,-3.2,1.9,-1.3
5521,Deon Edwin,2016,2.4,0.0,2.4
5522,Deon Edwin,2017,2.5,1.6,4.1
5523,Deon Jones,2012,-4.2,-2.1,-6.3
5524,Deon Jones,2014,0.7,0.7,1.4
5525,Deon Jones,2015,1.6,-0.2,1.4
5526,Deon Jones,2016,-1.3,2.5,1.3
5527,Deon Mitchell,2012,-2.7,0.2,-2.5
5528,Deon Mitchell,2013,0.3,1.0,1.3
5529,Deon Mitchell,2014,1.6,-1.5,0.1
5530,Deon Mitchell,2015,1.0,2.1,3.1
5531,Deonata Jethroe,2013,-1.2,-3.9,-5.1
5532,Deondre Burns,2017,-1.4,-2.6,-4.0
5533,Deondre Parks,2015,1.7,-1.4,0.2
5534,Deondre Parks,2016,1.5,-0.2,1.3
5535,Deontae Cole,2014,-2.4,-5.7,-8.1
5536,Deontae Cole,2015,0.8,-3.6,-2.8
5537,Deontae Cole,2016,0.2,-2.6,-2.5
5538,Deontae Hawkins,2016,1.6,1.9,3.5
5539,Deontae Hawkins,2017,3.9,2.3,6.2
5540,Deontae North,2015,-4.9,1.1,-3.7
5541,Deontae North,2017,1.0,-2.6,-1.6
5542,Deontay Twyman,2011,1.2,-1.3,-0.1
5543,Deonte Alexander,2012,0.1,-1.0,-0.9
5544,Deonte Alexander,2013,2.9,-2.4,0.5
5545,Deonte Burton,2011,4.4,-0.6,3.8
5546,Deonte Burton,2012,4.5,-1.0,3.5
5547,Deonte Burton,2013,4.8,-1.2,3.6
5548,Deonte Burton,2014,6.7,-0.2,6.5
5549,Deonte Burton,2017,1.0,5.6,6.6
5550,Deonte Houston,2014,-1.9,0.5,-1.5
5551,Deonte' Jones,2013,3.1,-4.0,-0.9
5552,Dequon Miller,2016,-0.4,-2.7,-3.1
5553,Dequon Miller,2017,1.9,-1.2,0.7
5554,Dera Nd-Ezuma,2012,-3.6,0.8,-2.9
5555,Dera Nd-Ezuma,2013,-5.2,4.9,-0.3
5556,Derail Green,2014,-2.1,1.0,-1.1
5557,Derail Green,2016,-2.0,-1.6,-3.6
5558,Derail Green,2017,0.5,-1.9,-1.4
5559,Derek Benter,2011,-7.2,-1.0,-8.2
5560,Derek Brooks,2011,4.4,-0.1,4.3
5561,Derek Cooke,2013,-1.2,1.1,-0.1
5562,Derek Cooke,2014,-0.5,4.8,4.3
5563,Derek Cooke,2015,1.2,4.3,5.6
5564,Derek Elston,2011,-0.3,0.9,0.6
5565,Derek Elston,2012,2.2,0.9,3.1
5566,Derek Jackson,2011,-1.1,0.5,-0.6
5567,Derek Jackson,2012,1.9,-1.5,0.5
5568,Derek Jackson,2014,1.9,1.2,3.1
5569,Derek Jackson,2015,3.9,1.3,5.2
5570,Derek Needham,2011,0.1,0.1,0.2
5571,Derek Needham,2012,1.1,-0.7,0.4
5572,Derek Needham,2013,2.8,-0.3,2.6
5573,Derek Ogbeide,2016,-3.3,4.0,0.7
5574,Derek Ogbeide,2017,0.4,5.0,5.4
5575,Derek Reese,2015,0.8,0.9,1.7
5576,Derek Reese,2016,0.3,3.9,4.2
5577,Derek Roscoe,2017,-8.1,0.0,-8.1
5578,Derek Selvig,2011,-0.4,2.1,1.7
5579,Derek Selvig,2012,-0.2,4.1,4.0
